1	0	0	1
2	0	0	2
3	0	0	2
4	0	0	2
5	0	0	2
6	0	0	1
7	0	0	1
8	0	0	2
9	0	0	1
10	0	0	1
11	0	0	1
12	0	0	2
13	0	0	2
14	0	0	2
15	0	0	2
16	0	0	2
17	0	0	2
18	0	0	2
19	0	0	1
20	0	0	1
21	0	0	2
22	0	0	1
23	0	0	2
24	0	0	1
25	0	0	2
26	0	0	1
27	0	0	2
28	0	0	2
29	0	0	1
30	0	0	1
31	0	0	1
32	0	0	2
33	0	0	2
34	0	0	1
35	0	0	1
36	0	0	1
37	0	0	1
38	0	0	1
39	0	0	1
40	0	0	1
41	0	0	1
42	0	0	1
43	0	0	1
44	0	0	2
45	0	0	1
46	0	0	2
47	0	0	2
48	0	0	2
49	0	0	2
50	0	0	1
51	0	0	2
52	0	0	2
53	0	0	1
54	0	0	2
55	0	0	2
56	0	0	1
57	0	0	1
58	0	0	1
59	0	0	2
60	0	0	2
61	0	0	2
62	0	0	2
63	0	0	2
64	0	0	1
65	0	0	2
66	0	0	2
67	0	0	2
68	0	0	1
69	0	0	2
70	0	0	1
71	0	0	2
72	0	0	2
73	0	0	2
74	0	0	1
75	0	0	1
76	0	0	1
77	0	0	2
78	0	0	1
79	0	0	1
80	0	0	1
81	0	0	1
82	0	0	2
83	0	0	1
84	0	0	2
85	0	0	1
86	0	0	1
87	0	0	1
88	0	0	1
89	0	0	2
90	0	0	1
91	0	0	2
92	0	0	1
93	0	0	2
94	0	0	1
95	0	0	2
96	0	0	2
97	0	0	2
98	0	0	1
99	0	0	1
100	0	0	1
101	0	0	2
102	0	0	1
103	0	0	2
104	0	0	1
105	0	0	1
106	0	0	2
107	0	0	1
108	0	0	1
109	0	0	2
110	0	0	2
111	0	0	1
112	0	0	1
113	0	0	1
114	0	0	2
115	0	0	1
116	0	0	1
117	0	0	2
118	0	0	2
119	0	0	2
120	0	0	2
121	0	0	1
122	0	0	1
123	0	0	1
124	0	0	2
125	0	0	1
126	0	0	2
127	0	0	2
128	0	0	2
129	0	0	2
130	0	0	1
131	0	0	1
132	0	0	1
133	0	0	1
134	0	0	1
135	0	0	2
136	0	0	1
137	0	0	1
138	0	0	2
139	0	0	2
140	0	0	2
141	0	0	2
142	0	0	1
143	0	0	2
144	0	0	1
145	0	0	1
146	0	0	1
147	0	0	2
148	0	0	1
149	0	0	1
150	0	0	1
151	0	0	2
152	0	0	1
153	0	0	1
154	0	0	2
155	0	0	1
156	0	0	2
157	0	0	2
158	0	0	1
159	0	0	2
160	0	0	2
161	0	0	1
162	0	0	1
163	0	0	2
164	0	0	1
165	0	0	1
166	0	0	1
167	0	0	2
168	0	0	2
169	0	0	1
170	0	0	1
171	0	0	2
172	0	0	2
173	0	0	1
174	0	0	2
175	0	0	2
176	0	0	1
177	0	0	1
178	0	0	1
179	0	0	2
180	0	0	2
181	0	0	2
182	0	0	1
183	0	0	2
184	0	0	1
185	0	0	1
186	0	0	1
187	0	0	1
188	0	0	2
189	0	0	1
190	0	0	1
191	0	0	2
192	0	0	1
193	0	0	1
194	0	0	1
195	0	0	2
196	0	0	1
197	0	0	2
198	0	0	1
199	0	0	1
200	0	0	2
201	0	0	2
202	0	0	1
203	0	0	2
204	0	0	1
205	0	0	2
206	0	0	2
207	0	0	1
208	0	0	1
209	0	0	2
210	0	0	1
211	0	0	2
212	0	0	1
213	0	0	1
214	0	0	1
215	0	0	2
216	0	0	1
217	0	0	2
218	0	0	1
219	0	0	1
220	0	0	2
221	0	0	1
222	0	0	1
223	0	0	1
224	0	0	1
225	0	0	2
226	0	0	1
227	0	0	2
228	0	0	1
229	0	0	2
230	0	0	2
231	0	0	1
232	0	0	1
233	0	0	1
234	0	0	2
235	0	0	1
236	0	0	2
237	0	0	1
238	0	0	2
239	0	0	2
240	0	0	2
241	0	0	2
242	0	0	2
243	0	0	1
244	0	0	1
245	0	0	2
246	0	0	2
247	0	0	1
248	0	0	2
249	0	0	2
250	0	0	1
251	0	0	2
252	0	0	2
253	0	0	1
254	0	0	1
255	0	0	1
256	0	0	2
257	0	0	1
258	0	0	1
259	0	0	2
260	0	0	1
261	0	0	1
262	0	0	1
263	0	0	2
264	0	0	2
265	0	0	1
266	0	0	1
267	0	0	2
268	0	0	2
269	0	0	1
270	0	0	1
271	0	0	2
272	0	0	1
273	0	0	1
274	0	0	2
275	0	0	2
276	0	0	1
277	0	0	2
278	0	0	1
279	0	0	1
280	0	0	2
281	0	0	2
282	0	0	2
283	0	0	2
284	0	0	2
285	0	0	1
286	0	0	2
287	0	0	2
288	0	0	1
289	0	0	2
290	0	0	2
291	0	0	2
292	0	0	1
293	0	0	2
294	0	0	1
295	0	0	1
296	0	0	1
297	0	0	2
298	0	0	1
299	0	0	2
300	0	0	1
301	0	0	1
302	0	0	1
303	0	0	1
304	0	0	2
305	0	0	1
306	0	0	1
307	0	0	1
308	0	0	1
309	0	0	2
310	0	0	2
311	0	0	1
312	0	0	1
313	0	0	1
314	0	0	1
315	0	0	1
316	0	0	2
317	0	0	2
318	0	0	2
319	0	0	2
320	0	0	1
321	0	0	2
322	0	0	1
323	0	0	1
324	0	0	1
325	0	0	2
326	0	0	2
327	0	0	1
328	0	0	2
329	0	0	2
330	0	0	2
331	0	0	2
332	0	0	2
333	0	0	1
334	0	0	2
335	0	0	1
336	0	0	1
337	0	0	2
338	0	0	1
339	0	0	2
340	0	0	2
341	0	0	2
342	0	0	1
343	0	0	1
344	0	0	1
345	0	0	2
346	0	0	2
347	0	0	1
348	0	0	1
349	0	0	1
350	0	0	2
351	0	0	2
352	0	0	1
353	0	0	2
354	0	0	1
355	0	0	1
356	0	0	1
357	0	0	1
358	0	0	2
359	0	0	1
360	0	0	1
361	0	0	1
362	0	0	2
363	0	0	1
364	0	0	1
365	0	0	2
366	0	0	1
367	0	0	1
368	0	0	1
369	0	0	2
370	0	0	1
371	0	0	2
372	0	0	1
373	0	0	1
374	0	0	1
375	0	0	2
376	0	0	1
377	0	0	2
378	0	0	1
379	0	0	1
380	0	0	2
381	0	0	1
382	0	0	2
383	0	0	1
384	0	0	1
385	0	0	2
386	0	0	2
387	0	0	1
388	0	0	2
389	0	0	2
390	0	0	2
391	0	0	2
392	0	0	2
393	0	0	2
394	0	0	2
395	0	0	2
396	0	0	2
397	0	0	2
398	0	0	2
399	0	0	1
400	0	0	2
401	0	0	1
402	0	0	1
403	0	0	2
404	0	0	1
405	0	0	2
406	0	0	1
407	0	0	2
408	0	0	2
409	0	0	2
410	0	0	1
411	0	0	1
412	0	0	2
413	0	0	1
414	0	0	1
415	0	0	1
416	0	0	1
417	0	0	1
418	0	0	2
419	0	0	2
420	0	0	1
421	0	0	2
422	0	0	2
423	0	0	2
424	0	0	2
425	0	0	1
426	0	0	1
427	0	0	2
428	0	0	1
429	0	0	1
430	0	0	1
431	0	0	1
432	0	0	2
433	0	0	2
434	0	0	1
435	0	0	1
436	0	0	1
437	0	0	1
438	0	0	2
439	0	0	2
440	0	0	1
441	0	0	2
442	0	0	2
443	0	0	2
444	0	0	2
445	0	0	2
446	0	0	1
447	0	0	2
448	0	0	2
449	0	0	2
450	0	0	2
451	0	0	2
452	0	0	1
453	0	0	2
454	0	0	2
455	0	0	2
456	0	0	1
457	0	0	2
458	0	0	1
459	0	0	1
460	0	0	2
461	0	0	2
462	0	0	1
463	0	0	1
464	0	0	1
465	0	0	2
466	0	0	2
467	0	0	2
468	0	0	2
469	0	0	2
470	0	0	2
471	0	0	2
472	0	0	1
473	0	0	1
474	0	0	2
475	0	0	1
476	0	0	1
477	0	0	1
478	0	0	2
479	0	0	1
480	0	0	1
481	0	0	2
482	0	0	2
483	0	0	2
484	0	0	2
485	0	0	2
486	0	0	2
487	0	0	1
488	0	0	2
489	0	0	2
490	0	0	2
491	0	0	1
492	0	0	2
493	0	0	2
494	0	0	1
495	0	0	1
496	0	0	1
497	0	0	1
498	0	0	2
499	0	0	2
500	0	0	1
501	0	0	2
502	0	0	1
503	0	0	1
504	0	0	2
505	0	0	1
506	0	0	2
507	0	0	1
508	0	0	2
509	0	0	2
510	0	0	1
511	0	0	1
512	0	0	2
513	0	0	1
514	0	0	2
515	0	0	2
516	0	0	2
517	0	0	2
518	0	0	1
519	0	0	1
520	0	0	2
521	0	0	2
522	0	0	1
523	0	0	2
524	0	0	1
525	0	0	1
526	0	0	1
527	0	0	1
528	0	0	1
529	0	0	2
530	0	0	1
531	0	0	1
532	0	0	1
533	0	0	2
534	0	0	1
535	0	0	2
536	0	0	2
537	0	0	1
538	0	0	1
539	0	0	2
540	0	0	1
541	0	0	1
542	0	0	1
543	0	0	1
544	0	0	1
545	0	0	1
546	0	0	1
547	0	0	1
548	0	0	2
549	0	0	2
550	0	0	1
551	0	0	2
552	0	0	2
553	0	0	1
554	0	0	1
555	0	0	2
556	0	0	2
557	0	0	2
558	0	0	1
559	0	0	2
560	0	0	1
561	0	0	1
562	0	0	1
563	0	0	2
564	0	0	1
565	0	0	1
566	0	0	2
567	0	0	1
568	0	0	1
569	0	0	1
570	0	0	1
571	0	0	1
572	0	0	2
573	0	0	1
574	0	0	1
575	0	0	2
576	0	0	2
577	0	0	1
578	0	0	1
579	0	0	2
580	0	0	1
581	0	0	1
582	0	0	1
583	0	0	2
584	0	0	2
585	0	0	1
586	0	0	1
587	0	0	1
588	0	0	2
589	0	0	1
590	0	0	1
591	0	0	2
592	0	0	1
593	0	0	2
594	0	0	1
595	0	0	1
596	0	0	2
597	0	0	1
598	0	0	2
599	0	0	1
600	0	0	1
601	0	0	2
602	0	0	2
603	0	0	2
604	0	0	2
605	0	0	2
606	0	0	2
607	0	0	1
608	0	0	2
609	0	0	2
610	0	0	2
611	0	0	1
612	0	0	1
613	0	0	2
614	0	0	2
615	0	0	2
616	0	0	2
617	0	0	2
618	0	0	1
619	0	0	1
620	0	0	1
621	0	0	1
622	0	0	1
623	0	0	2
624	0	0	1
625	0	0	1
626	0	0	1
627	0	0	2
628	0	0	1
629	0	0	2
630	0	0	1
631	0	0	2
632	0	0	1
633	0	0	1
634	0	0	1
635	0	0	1
636	0	0	2
637	0	0	1
638	0	0	1
639	0	0	1
640	0	0	1
641	0	0	1
642	0	0	2
643	0	0	1
644	0	0	2
645	0	0	2
646	0	0	1
647	0	0	1
648	0	0	1
649	0	0	1
650	0	0	2
651	0	0	1
652	0	0	1
653	0	0	1
654	0	0	2
655	0	0	2
656	0	0	2
657	0	0	2
658	0	0	1
659	0	0	1
660	0	0	1
661	0	0	2
662	0	0	2
663	0	0	1
664	0	0	2
665	0	0	1
666	0	0	1
667	0	0	1
668	0	0	1
669	0	0	1
670	0	0	1
671	0	0	1
672	0	0	2
673	0	0	2
674	0	0	2
675	0	0	1
676	0	0	1
677	0	0	1
678	0	0	1
679	0	0	2
680	0	0	2
681	0	0	1
682	0	0	2
683	0	0	2
684	0	0	1
685	0	0	1
686	0	0	1
687	0	0	1
688	0	0	1
689	0	0	2
690	0	0	1
691	0	0	2
692	0	0	1
693	0	0	2
694	0	0	1
695	0	0	1
696	0	0	2
697	0	0	2
698	0	0	2
699	0	0	2
700	0	0	2
701	0	0	2
702	0	0	2
703	0	0	2
704	0	0	2
705	0	0	1
706	0	0	2
707	0	0	2
708	0	0	2
709	0	0	2
710	0	0	1
711	0	0	1
712	0	0	1
713	0	0	2
714	0	0	1
715	0	0	1
716	0	0	1
717	0	0	2
718	0	0	2
719	0	0	2
720	0	0	2
721	0	0	1
722	0	0	2
723	0	0	2
724	0	0	2
725	0	0	1
726	0	0	1
727	0	0	2
728	0	0	2
729	0	0	2
730	0	0	1
731	0	0	1
732	0	0	2
733	0	0	2
734	0	0	2
735	0	0	1
736	0	0	2
737	0	0	2
738	0	0	1
739	0	0	1
740	0	0	1
741	0	0	1
742	0	0	1
743	0	0	1
744	0	0	1
745	0	0	2
746	0	0	1
747	0	0	2
748	0	0	1
749	0	0	2
750	0	0	2
751	0	0	2
752	0	0	2
753	0	0	1
754	0	0	2
755	0	0	2
756	0	0	2
757	0	0	1
758	0	0	2
759	0	0	1
760	0	0	1
761	0	0	1
762	0	0	2
763	0	0	2
764	0	0	2
765	0	0	1
766	0	0	2
767	0	0	1
768	0	0	1
769	0	0	1
770	0	0	1
771	0	0	2
772	0	0	1
773	0	0	2
774	0	0	2
775	0	0	2
776	0	0	2
777	0	0	1
778	0	0	1
779	0	0	2
780	0	0	1
781	0	0	2
782	0	0	2
783	0	0	2
784	0	0	2
785	0	0	2
786	0	0	1
787	0	0	2
788	0	0	2
789	0	0	1
790	0	0	1
791	0	0	1
